t,u,v,raw
2.93,1.2,1.126,1199
2.94,1.2,1.127,1200
2.95,1.2,1.128,1201
2.96,1.2,1.126,1199
2.97,1.2,1.132,1206
2.98,1.2,1.127,1200
2.99,1.2,1.129,1202
3.0,1.2,1.128,1201
3.01,1.2,1.138,1213
3.022,1.2,1.127,1200
3.03,1.2,1.136,1211
3.04,1.2,1.129,1202
3.05,1.2,1.133,1207
3.06,1.2,1.139,1214
3.07,1.2,1.136,1211
3.08,1.2,1.14,1215
3.09,1.2,1.138,1213
3.1,1.2,1.143,1219
3.11,1.2,1.14,1215
3.12,1.2,1.14,1216
3.13,1.2,1.135,1210
3.14,1.2,1.144,1221
3.15,1.2,1.14,1216
3.16,1.2,1.144,1221
3.17,1.2,1.146,1223
3.18,1.2,1.145,1222
3.19,1.2,1.149,1226
3.2,1.2,1.149,1226
3.21,1.2,1.141,1217
3.22,1.2,1.144,1221
3.23,1.2,1.152,1230
3.24,1.2,1.149,1227
3.25,1.2,1.142,1218
3.26,1.2,1.15,1228
3.27,1.2,1.153,1232
3.28,1.2,1.149,1227
3.29,1.2,1.153,1231
3.3,1.2,1.14,1215
3.31,1.2,1.153,1232
3.32,1.2,1.139,1214
3.33,1.2,1.155,1234
3.342,1.2,1.153,1232
3.35,1.2,1.158,1238
3.36,1.2,1.158,1238
3.37,1.2,1.149,1227
3.38,1.2,1.157,1236
3.39,1.2,1.158,1237
3.4,1.2,1.146,1223
3.41,1.2,1.15,1228
3.42,1.2,1.146,1223
3.43,1.2,1.156,1235
3.44,1.2,1.156,1235
3.45,1.2,1.154,1233
3.46,1.2,1.163,1243
3.47,1.2,1.149,1227
3.48,1.2,1.165,1246
3.49,1.2,1.164,1245
3.5,1.2,1.159,1239
3.51,1.2,1.165,1246
3.52,1.2,1.163,1243
3.53,1.2,1.163,1243
3.54,1.2,1.163,1243
3.55,1.2,1.167,1248
3.56,1.2,1.163,1243
3.57,1.2,1.164,1245
3.58,1.2,1.168,1250
3.59,1.2,1.167,1248
3.6,1.2,1.165,1246
3.61,1.2,1.168,1250
3.62,1.2,1.172,1255
3.63,1.2,1.172,1254
3.64,1.2,1.172,1255
3.65,1.2,1.168,1250
3.66,1.2,1.172,1254
3.67,1.2,1.172,1255
3.68,1.2,1.172,1255
3.692,1.2,1.174,1257
3.7,1.2,1.171,1253
3.71,1.2,1.168,1250
3.72,1.2,1.172,1254
3.73,1.2,1.169,1251
3.74,1.2,1.175,1258
3.75,1.2,1.177,1261
3.76,1.2,1.172,1255
3.77,1.2,1.176,1260
3.78,1.2,1.17,1252
3.79,1.2,1.18,1264
3.8,1.2,1.174,1257
3.81,1.2,1.176,1259
3.82,1.2,1.177,1261
3.83,1.2,1.176,1259
3.84,1.2,1.172,1255
3.85,1.2,1.18,1264
3.86,1.2,1.177,1261
3.87,1.2,1.181,1265
3.88,1.2,1.18,1264
3.892,1.2,1.176,1260
3.9,1.2,1.177,1261
3.91,1.2,1.18,1264
3.92,1.2,1.18,1264
3.93,1.2,1.18,1264
3.94,1.2,1.18,1264
3.95,1.2,1.18,1264
3.96,1.2,1.179,1263
3.972,1.2,1.18,1264
3.98,1.2,1.18,1264
3.99,1.2,1.181,1265
4.0,1.2,1.186,1271
4.01,1.2,1.178,1262
4.02,1.2,1.182,1267
4.03,1.2,1.186,1271
4.042,1.2,1.186,1271
4.05,1.2,1.189,1275
4.06,1.2,1.18,1264
4.07,1.2,1.18,1264
4.08,1.2,1.183,1268
4.09,1.2,1.181,1266
4.1,1.2,1.18,1264
4.11,1.2,1.185,1270
4.12,1.2,1.187,1273
4.13,1.2,1.185,1270
4.14,1.2,1.185,1270
4.15,1.2,1.184,1269
4.16,1.2,1.187,1273
4.17,1.2,1.186,1271
4.18,1.2,1.188,1274
4.19,1.2,1.186,1271
4.2,1.2,1.188,1274
4.21,1.2,1.182,1267
4.22,1.2,1.189,1275
4.23,1.2,1.186,1272
4.24,1.2,1.19,1277
4.25,1.2,1.184,1269
4.26,1.2,1.19,1276
4.27,1.2,1.187,1273
4.28,1.2,1.19,1277
4.29,1.2,1.191,1278
4.3,1.2,1.189,1275
4.31,1.2,1.184,1269
4.32,1.2,1.19,1277
4.33,1.2,1.193,1280
4.34,1.2,1.188,1274
4.35,1.2,1.196,1284
4.36,1.2,1.192,1279
4.37,1.2,1.194,1281
4.38,1.2,1.193,1280
4.39,1.2,1.193,1280
4.4,1.2,1.193,1280
4.41,1.2,1.193,1280
4.42,1.2,1.192,1279
4.43,1.2,1.193,1280
4.44,1.2,1.191,1278
4.45,1.2,1.196,1284
4.46,1.2,1.194,1281
4.47,1.2,1.195,1283
4.48,1.2,1.197,1285
4.49,1.2,1.194,1281
4.5,1.2,1.192,1279
4.51,1.2,1.197,1285
4.52,1.2,1.195,1282
4.53,1.2,1.195,1282
4.54,1.2,1.198,1286
4.55,1.2,1.194,1281
4.56,1.2,1.198,1286
4.57,1.2,1.197,1285
4.58,1.2,1.2,1289
4.59,1.2,1.199,1287
4.6,1.2,1.197,1285
4.61,1.2,1.197,1285
4.62,1.2,1.195,1283
4.63,1.2,1.197,1285
4.64,1.2,1.189,1275
4.65,1.2,1.19,1276
4.66,1.2,1.2,1289
4.67,1.2,1.185,1270
4.68,1.2,1.192,1279
4.69,1.2,1.204,1294
4.7,1.2,1.195,1283
4.71,1.2,1.201,1290
4.72,1.2,1.197,1285
4.73,1.2,1.204,1293
4.74,1.2,1.2,1289
4.75,1.2,1.202,1291
4.76,1.2,1.204,1293
4.77,1.2,1.198,1286
4.78,1.2,1.196,1284
4.79,1.2,1.201,1290
4.8,1.2,1.205,1295
4.81,1.2,1.2,1289
4.82,1.2,1.199,1287
4.83,1.2,1.202,1291
4.84,1.2,1.205,1295
4.85,1.2,1.204,1294
4.86,1.2,1.199,1288
4.87,1.2,1.204,1294
4.88,1.2,1.199,1287
4.89,1.2,1.205,1295
4.9,1.2,1.201,1290
4.91,1.2,1.205,1295
4.92,1.2,1.206,1296
4.93,1.2,1.204,1293
4.94,1.2,1.198,1286
4.95,1.2,1.206,1296
4.96,1.2,1.203,1292
4.97,1.2,1.2,1289
4.98,1.2,1.204,1293
4.99,1.2,1.202,1291
5.0,1.2,1.201,1290
5.01,0.0,1.206,1296
5.02,0.0,1.192,1279
5.03,0.0,1.18,1264
5.041,0.0,1.169,1251
5.05,0.0,1.156,1235
5.06,0.0,1.148,1225
5.07,0.0,1.136,1211
5.08,0.0,1.127,1200
5.09,0.0,1.117,1187
5.1,0.0,1.104,1172
5.11,0.0,1.097,1163
5.12,0.0,1.087,1151
5.13,0.0,1.075,1136
5.14,0.0,1.066,1125
5.15,0.0,1.054,1111
5.16,0.0,1.048,1103
5.17,0.0,1.036,1089
5.18,0.0,1.028,1079
5.19,0.0,1.02,1070
5.2,0.0,1.011,1058
5.21,0.0,1.001,1046
5.22,0.0,0.992,1035
5.23,0.0,0.98,1021
5.24,0.0,0.97,1009
5.25,0.0,0.961,998
5.26,0.0,0.952,986
5.27,0.0,0.943,976
5.28,0.0,0.935,966
5.29,0.0,0.929,958
5.3,0.0,0.921,949
5.31,0.0,0.912,938
5.32,0.0,0.903,927
5.33,0.0,0.892,913
5.34,0.0,0.89,911
5.35,0.0,0.878,897
5.36,0.0,0.869,885
5.37,0.0,0.864,880
5.38,0.0,0.857,871
5.39,0.0,0.846,858
5.4,0.0,0.839,849
5.41,0.0,0.837,846
5.42,0.0,0.827,834
5.43,0.0,0.819,825
5.44,0.0,0.812,816
5.45,0.0,0.804,806
5.46,0.0,0.798,799
5.47,0.0,0.794,794
5.48,0.0,0.783,781
5.49,0.0,0.777,773
5.5,0.0,0.769,764
5.51,0.0,0.759,752
5.52,0.0,0.754,746
5.53,0.0,0.747,737
5.54,0.0,0.743,732
5.55,0.0,0.735,722
5.56,0.0,0.731,718
5.57,0.0,0.726,711
5.58,0.0,0.716,699
5.59,0.0,0.708,689
5.6,0.0,0.704,684
5.61,0.0,0.699,679
5.62,0.0,0.693,671
5.63,0.0,0.686,663
5.64,0.0,0.68,655
5.65,0.0,0.676,651
5.66,0.0,0.667,639
5.67,0.0,0.663,634
5.68,0.0,0.657,627
5.69,0.0,0.654,624
5.7,0.0,0.642,609
5.71,0.0,0.632,597
5.72,0.0,0.635,600
5.73,0.0,0.634,599
5.74,0.0,0.625,588
5.75,0.0,0.617,579
5.76,0.0,0.607,566
5.77,0.0,0.6,558
5.78,0.0,0.613,574
5.79,0.0,0.603,562
5.8,0.0,0.592,548
5.81,0.0,0.589,544
5.82,0.0,0.587,542
5.83,0.0,0.578,531
5.84,0.0,0.571,523
5.85,0.0,0.562,511
5.86,0.0,0.557,505
5.87,0.0,0.553,501
5.88,0.0,0.553,500
5.89,0.0,0.544,490
5.9,0.0,0.536,480
5.91,0.0,0.531,474
5.92,0.0,0.534,477
5.93,0.0,0.524,465
5.94,0.0,0.523,464
5.95,0.0,0.516,455
5.96,0.0,0.513,452
5.97,0.0,0.51,448
5.98,0.0,0.502,439
5.99,0.0,0.498,434
6.0,0.0,0.497,432
6.01,0.0,0.489,423
6.02,0.0,0.486,419
6.03,0.0,0.481,413
6.04,0.0,0.478,409
6.05,0.0,0.472,402
6.06,0.0,0.47,400
6.07,0.0,0.466,395
6.08,0.0,0.462,390
6.09,0.0,0.459,386
6.1,0.0,0.454,380
6.11,0.0,0.452,377
6.12,0.0,0.446,370
6.13,0.0,0.444,368
6.14,0.0,0.439,362
6.15,0.0,0.433,355
6.16,0.0,0.431,352
6.17,0.0,0.429,350
6.18,0.0,0.426,346
6.19,0.0,0.42,339
6.2,0.0,0.418,336
6.21,0.0,0.415,333
6.22,0.0,0.41,327
6.23,0.0,0.41,326
6.24,0.0,0.406,322
6.25,0.0,0.4,314
6.26,0.0,0.397,311
6.27,0.0,0.392,305
6.28,0.0,0.389,301
6.29,0.0,0.387,299
6.3,0.0,0.383,294
6.31,0.0,0.383,293
6.32,0.0,0.375,284
6.33,0.0,0.372,280
6.34,0.0,0.369,277
6.35,0.0,0.366,273
6.36,0.0,0.365,272
6.37,0.0,0.364,270
6.38,0.0,0.361,267
6.39,0.0,0.355,260
6.4,0.0,0.352,256
6.41,0.0,0.349,252
6.42,0.0,0.346,248
6.43,0.0,0.344,246
6.44,0.0,0.34,241
6.45,0.0,0.338,239
6.46,0.0,0.336,236
6.47,0.0,0.334,234
6.48,0.0,0.33,229
6.49,0.0,0.328,227
6.5,0.0,0.325,223
6.51,0.0,0.321,218
6.52,0.0,0.317,213
6.53,0.0,0.313,208
6.54,0.0,0.313,208
6.55,0.0,0.312,207
6.56,0.0,0.309,203
6.57,0.0,0.302,195
6.58,0.0,0.302,195
6.59,0.0,0.301,194
6.6,0.0,0.297,189
6.61,0.0,0.292,183
6.62,0.0,0.293,184
6.63,0.0,0.289,179
6.64,0.0,0.287,177
6.65,0.0,0.286,176
6.66,0.0,0.285,174
6.67,0.0,0.281,169
6.68,0.0,0.274,161
6.69,0.0,0.277,165
6.7,0.0,0.273,160
6.71,0.0,0.271,157
6.72,0.0,0.268,153
6.73,0.0,0.263,147
6.74,0.0,0.263,147
6.75,0.0,0.261,145
6.76,0.0,0.261,145
6.77,0.0,0.258,141
6.78,0.0,0.259,143
6.79,0.0,0.255,138
6.8,0.0,0.252,134
6.81,0.0,0.25,131
6.82,0.0,0.248,129
6.83,0.0,0.245,126
6.84,0.0,0.244,124
6.85,0.0,0.241,121
6.86,0.0,0.238,117
6.87,0.0,0.237,116
6.88,0.0,0.235,113
6.89,0.0,0.234,112
6.9,0.0,0.233,111
6.91,0.0,0.231,109
6.92,0.0,0.229,106
6.93,0.0,0.227,103
6.94,0.0,0.223,99
6.95,0.0,0.223,99
6.96,0.0,0.22,95
6.97,0.0,0.221,96
6.98,0.0,0.217,91
6.99,0.0,0.213,87
7.0,0.0,0.212,85
7.01,0.0,0.211,84
7.02,0.0,0.208,80
7.03,0.0,0.207,79
7.04,0.0,0.207,79
7.05,0.0,0.205,77
7.06,0.0,0.206,78
7.07,0.0,0.202,73
7.08,0.0,0.199,70
7.09,0.0,0.196,66
7.1,0.0,0.197,67
7.11,0.0,0.195,64
7.12,0.0,0.195,64
7.13,0.0,0.193,62
7.147,0.0,0.193,62
7.15,0.0,0.191,60
7.16,0.0,0.19,59
7.17,0.0,0.186,54
7.18,0.0,0.185,52
7.19,0.0,0.186,53
7.2,0.0,0.182,49
7.21,0.0,0.181,48
7.22,0.0,0.181,47
7.23,0.0,0.181,48
7.24,0.0,0.177,43
7.25,0.0,0.176,41
7.26,0.0,0.174,39
7.27,0.0,0.172,37
7.28,0.0,0.172,37
7.29,0.0,0.168,32
7.3,0.0,0.168,32
7.31,0.0,0.165,28
7.32,0.0,0.167,30
7.33,0.0,0.164,27
7.34,0.0,0.163,26
7.35,0.0,0.16,22
7.36,0.0,0.157,18
7.37,0.0,0.155,16
7.38,0.0,0.155,16
7.39,0.0,0.155,16
7.4,0.0,0.155,16
7.41,0.0,0.155,16
7.42,0.0,0.154,15
7.43,0.0,0.153,14
7.44,0.0,0.151,11
7.45,0.0,0.148,7
7.46,0.0,0.147,6
7.47,0.0,0.148,7
7.48,0.0,0.144,3
7.49,0.0,0.144,2
7.5,0.0,0.144,2
7.51,0.0,0.142,0
7.52,0.0,0.142,0
7.53,0.0,0.142,0
7.54,0.0,0.142,0
7.55,0.0,0.142,0
7.56,0.0,0.142,0
7.57,0.0,0.142,0
7.58,0.0,0.142,0
7.59,0.0,0.142,0
7.6,0.0,0.142,0
7.612,0.0,0.142,0
7.62,0.0,0.142,0
7.631,0.0,0.142,0
7.64,0.0,0.142,0
7.65,0.0,0.142,0
7.66,0.0,0.142,0
7.67,0.0,0.142,0
7.68,0.0,0.142,0
7.69,0.0,0.142,0
7.7,0.0,0.142,0
7.71,0.0,0.142,0
7.72,0.0,0.142,0
7.73,0.0,0.142,0
7.74,0.0,0.142,0
7.75,0.0,0.142,0
7.76,0.0,0.142,0
7.77,0.0,0.142,0
7.78,0.0,0.142,0
7.79,0.0,0.142,0
7.8,0.0,0.142,0
7.81,0.0,0.142,0
7.82,0.0,0.142,0
7.83,0.0,0.142,0
7.84,0.0,0.142,0
7.85,0.0,0.142,0
7.86,0.0,0.142,0
7.87,0.0,0.142,0
7.88,0.0,0.142,0
7.89,0.0,0.142,0
7.9,0.0,0.142,0
7.91,0.0,0.142,0
7.92,0.0,0.142,0
7.93,0.0,0.142,0
7.94,0.0,0.142,0
7.95,0.0,0.142,0
7.96,0.0,0.142,0
7.97,0.0,0.142,0
7.98,0.0,0.142,0
7.99,0.0,0.142,0
8.0,0.0,0.142,0
8.01,0.0,0.142,0
8.02,0.0,0.142,0
8.03,0.0,0.142,0
8.04,0.0,0.142,0
8.05,0.0,0.142,0
8.06,0.0,0.142,0
8.07,0.0,0.142,0
8.08,0.0,0.142,0
8.09,0.0,0.142,0
8.1,0.0,0.142,0
8.11,0.0,0.142,0
8.12,0.0,0.142,0
8.13,0.0,0.142,0
8.14,0.0,0.142,0
8.15,0.0,0.142,0
8.16,0.0,0.142,0
8.17,0.0,0.142,0
8.18,0.0,0.142,0
8.193,0.0,0.142,0
8.2,0.0,0.142,0
8.21,0.0,0.142,0
8.22,0.0,0.142,0
8.23,0.0,0.142,0
8.24,0.0,0.142,0
8.25,0.0,0.142,0
8.26,0.0,0.142,0
8.27,0.0,0.142,0
8.28,0.0,0.142,0
8.29,0.0,0.142,0
8.3,0.0,0.142,0
8.31,0.0,0.142,0
8.32,0.0,0.142,0
8.33,0.0,0.142,0
8.34,0.0,0.142,0
8.35,0.0,0.142,0
8.36,0.0,0.142,0
8.37,0.0,0.142,0
8.38,0.0,0.142,0
8.39,0.0,0.142,0
8.4,0.0,0.142,0
8.41,0.0,0.142,0
8.42,0.0,0.142,0
8.43,0.0,0.142,0
8.44,0.0,0.142,0
8.45,0.0,0.142,0
8.46,0.0,0.142,0
8.471,0.0,0.142,0
8.48,0.0,0.142,0
8.49,0.0,0.142,0
8.5,0.0,0.142,0
8.51,0.0,0.142,0
8.52,0.0,0.142,0
8.53,0.0,0.142,0
8.54,0.0,0.142,0
8.55,0.0,0.142,0
8.56,0.0,0.142,0
8.57,0.0,0.142,0
8.58,0.0,0.142,0
8.59,0.0,0.142,0
8.6,0.0,0.142,0
8.61,0.0,0.142,0
8.62,0.0,0.142,0
8.63,0.0,0.142,0
8.64,0.0,0.142,0
8.65,0.0,0.142,0
8.66,0.0,0.142,0
8.67,0.0,0.142,0
8.68,0.0,0.142,0
8.69,0.0,0.142,0
8.7,0.0,0.142,0
8.711,0.0,0.142,0
8.72,0.0,0.142,0
8.732,0.0,0.142,0
8.74,0.0,0.142,0
8.75,0.0,0.142,0
8.76,0.0,0.142,0
8.77,0.0,0.142,0
8.78,0.0,0.142,0
8.79,0.0,0.142,0
8.8,0.0,0.142,0
8.81,0.0,0.142,0
8.82,0.0,0.142,0
8.831,0.0,0.142,0
8.84,0.0,0.142,0
8.85,0.0,0.142,0
8.86,0.0,0.142,0
8.87,0.0,0.142,0
8.88,0.0,0.142,0
8.89,0.0,0.142,0
8.9,0.0,0.142,0
8.911,0.0,0.142,0
8.92,0.0,0.142,0
8.93,0.0,0.142,0
8.942,0.0,0.142,0
8.95,0.0,0.142,0
8.96,0.0,0.142,0
8.97,0.0,0.142,0
8.98,0.0,0.142,0
8.99,0.0,0.142,0
9.0,0.0,0.142,0
9.01,0.0,0.142,0
9.02,0.0,0.142,0
9.03,0.0,0.142,0
9.04,0.0,0.142,0
9.05,0.0,0.142,0
9.06,0.0,0.142,0
9.07,0.0,0.142,0
9.08,0.0,0.142,0
9.09,0.0,0.142,0
9.1,0.0,0.142,0
9.11,0.0,0.142,0
9.12,0.0,0.142,0
9.13,0.0,0.142,0
9.14,0.0,0.142,0
9.15,0.0,0.142,0
9.16,0.0,0.142,0
9.17,0.0,0.142,0
9.18,0.0,0.142,0
9.19,0.0,0.142,0
9.2,0.0,0.142,0
9.21,0.0,0.142,0
9.22,0.0,0.142,0
9.232,0.0,0.142,0
9.24,0.0,0.142,0
9.25,0.0,0.142,0
9.26,0.0,0.142,0
9.27,0.0,0.142,0
9.28,0.0,0.142,0
9.29,0.0,0.142,0
9.3,0.0,0.142,0
9.31,0.0,0.142,0
9.32,0.0,0.142,0
9.33,0.0,0.142,0
9.34,0.0,0.142,0
9.35,0.0,0.142,0
9.36,0.0,0.142,0
9.371,0.0,0.142,0
9.38,0.0,0.142,0
9.39,0.0,0.142,0
9.4,0.0,0.142,0
9.41,0.0,0.142,0
9.42,0.0,0.142,0
9.43,0.0,0.142,0
9.44,0.0,0.142,0
9.45,0.0,0.142,0
9.46,0.0,0.142,0
9.471,0.0,0.142,0
9.48,0.0,0.142,0
9.49,0.0,0.142,0
9.5,0.0,0.142,0
9.51,0.0,0.142,0
9.52,0.0,0.142,0
9.53,0.0,0.142,0
9.54,0.0,0.142,0
9.55,0.0,0.142,0
9.56,0.0,0.142,0
9.57,0.0,0.142,0
9.58,0.0,0.142,0
9.591,0.0,0.142,0
9.6,0.0,0.142,0
9.61,0.0,0.142,0
9.62,0.0,0.142,0
9.63,0.0,0.142,0
9.64,0.0,0.142,0
9.65,0.0,0.142,0
9.66,0.0,0.142,0
9.67,0.0,0.142,0
9.68,0.0,0.142,0
9.69,0.0,0.142,0
9.7,0.0,0.142,0
9.71,0.0,0.142,0
9.72,0.0,0.142,0
9.73,0.0,0.142,0
